timestamp,fps,cpu_temp,spi_latency_ms,p1_lives,p2_lives,error
15:01:41:211,29.4,N/A,0.01,3,3,None
15:01:41:246,29.4,N/A,0.01,3,3,None
15:01:41:279,29.4,N/A,0.01,3,3,None
15:01:41:314,29.4,N/A,0.01,3,3,None
15:01:41:348,29.4,N/A,0.01,3,3,None
15:01:41:382,29.4,N/A,0.01,3,3,None
15:01:41:416,29.4,N/A,0.01,3,3,None
15:01:41:449,29.5,N/A,0.01,3,3,None
15:01:41:484,29.5,N/A,0.01,3,3,None
15:01:41:519,29.5,N/A,0.01,3,3,None
15:01:41:550,29.5,N/A,0.00,3,3,None
15:01:41:585,29.5,N/A,0.01,3,3,None
15:01:41:619,29.5,N/A,0.01,3,3,None
15:01:41:654,29.5,N/A,0.01,3,3,None
15:01:41:688,29.5,N/A,0.01,2,3,None
15:01:41:722,29.5,N/A,0.01,2,3,None
15:01:41:757,29.5,N/A,0.01,1,3,None
15:01:41:791,29.4,N/A,0.01,1,3,None
15:01:41:824,29.4,N/A,0.01,1,3,None
15:01:41:858,29.4,N/A,0.01,1,3,None
15:01:41:892,29.4,N/A,0.01,1,3,None
15:01:41:926,29.4,N/A,0.01,1,3,None
15:01:41:959,29.4,N/A,0.01,1,3,None
15:01:41:994,29.4,N/A,0.01,1,3,None
15:01:42:027,29.4,N/A,0.01,1,3,None
15:01:42:062,29.4,N/A,0.01,1,3,None
15:01:42:096,29.4,N/A,0.01,1,3,None
15:01:42:131,29.4,N/A,0.01,1,3,None
15:01:42:164,29.4,N/A,0.01,1,3,None
15:01:42:197,29.4,N/A,0.01,1,3,None
15:01:42:232,29.4,N/A,0.01,1,3,None
15:01:42:265,29.4,N/A,0.01,1,3,None
15:01:42:299,29.4,N/A,0.00,1,3,None
15:01:42:333,29.4,N/A,0.01,1,3,None
15:01:42:367,29.4,N/A,0.01,1,3,None
15:01:42:401,29.4,N/A,0.01,1,3,None
15:01:42:434,29.4,N/A,0.01,1,3,None
15:01:42:469,29.5,N/A,0.01,1,3,None
15:01:42:503,29.5,N/A,0.05,1,3,None
15:01:42:538,29.5,N/A,0.01,1,3,None
15:01:42:570,29.5,N/A,0.01,1,3,None
15:01:42:605,29.5,N/A,0.01,1,3,None
15:01:42:640,29.5,N/A,0.01,1,3,None
15:01:42:672,29.5,N/A,0.01,1,3,None
15:01:42:708,29.5,N/A,0.01,1,3,None
15:01:42:740,29.5,N/A,0.01,1,3,None
15:01:42:775,29.5,N/A,0.01,1,3,None
15:01:42:809,29.4,N/A,0.01,1,3,None
15:01:42:842,29.4,N/A,0.01,1,3,None
15:01:42:875,29.4,N/A,0.01,1,3,None
15:01:42:911,29.4,N/A,0.01,1,3,None
15:01:42:942,29.4,N/A,0.01,1,3,None
15:01:42:977,29.4,N/A,0.01,1,3,None
15:01:43:010,29.4,N/A,0.01,1,3,None
15:01:43:044,29.4,N/A,0.01,1,3,None
15:01:43:079,29.4,N/A,0.01,1,3,None
15:01:43:113,29.4,N/A,0.01,1,3,None
15:01:43:146,29.6,N/A,0.01,1,3,None
15:01:43:181,29.6,N/A,0.01,1,3,None
15:01:43:213,29.6,N/A,0.01,1,3,None
15:01:43:248,29.6,N/A,0.01,1,3,None
15:01:43:281,29.6,N/A,0.01,1,3,None
15:01:43:316,29.6,N/A,0.01,1,3,None
15:01:43:351,29.6,N/A,0.01,1,3,None
15:01:43:383,29.6,N/A,0.01,1,3,None
15:01:43:416,29.6,N/A,0.01,1,3,None
15:01:43:451,29.6,N/A,0.01,1,3,None
15:01:43:484,29.6,N/A,0.01,1,3,None
15:01:43:518,29.6,N/A,0.01,1,3,None
15:01:43:551,29.6,N/A,0.01,1,3,None
15:01:43:587,29.6,N/A,0.01,1,3,None
15:01:43:618,29.6,N/A,0.01,1,3,None
15:01:43:653,29.6,N/A,0.01,1,3,None
15:01:43:688,29.6,N/A,0.01,1,3,None
15:01:43:722,29.6,N/A,0.01,1,3,None
15:01:43:754,29.6,N/A,0.01,1,3,None
15:01:43:788,29.6,N/A,0.01,1,3,None
15:01:43:823,29.6,N/A,0.01,1,3,None
15:01:43:856,29.6,N/A,0.00,1,3,None
15:01:43:890,29.6,N/A,0.01,1,3,None
15:01:43:923,29.6,N/A,0.01,1,3,None
15:01:43:957,29.6,N/A,0.01,1,3,None
15:01:43:992,29.6,N/A,0.01,1,3,None
15:01:44:025,29.6,N/A,0.01,1,3,None
15:01:44:059,29.6,N/A,0.01,1,3,None
15:01:44:093,29.6,N/A,0.01,1,3,None
15:01:44:128,29.6,N/A,0.01,1,3,None
15:01:44:161,29.5,N/A,0.01,1,3,None
15:01:44:194,29.5,N/A,0.01,1,3,None
15:01:44:228,29.5,N/A,0.01,1,3,None
15:01:44:264,29.5,N/A,0.01,1,3,None
15:01:44:295,29.5,N/A,0.01,1,3,None
15:01:44:330,29.5,N/A,0.01,1,3,None
15:01:44:363,29.5,N/A,0.01,1,3,None
15:01:44:398,29.5,N/A,0.01,1,3,None
15:01:44:431,29.5,N/A,0.01,1,3,None
15:01:44:466,29.5,N/A,0.01,1,3,None
15:01:44:499,29.6,N/A,0.01,1,3,None
15:01:44:532,29.6,N/A,0.01,1,3,None
15:01:44:568,29.6,N/A,0.01,1,3,None
15:01:44:601,29.6,N/A,0.01,1,3,None
15:01:44:634,29.6,N/A,0.01,1,3,None
15:01:44:669,29.6,N/A,0.01,1,3,None
15:01:44:702,29.6,N/A,0.01,1,3,None
15:01:44:738,29.6,N/A,0.01,1,3,None
15:01:44:769,29.6,N/A,0.01,1,3,None
15:01:44:803,29.6,N/A,0.01,1,3,None
15:01:44:837,29.6,N/A,0.01,1,3,None
15:01:44:872,29.6,N/A,0.01,1,3,None
15:01:44:905,29.6,N/A,0.01,1,3,None
15:01:44:939,29.6,N/A,0.01,1,3,None
15:01:44:973,29.6,N/A,0.01,1,3,None
15:01:45:009,29.6,N/A,0.01,1,3,None
15:01:45:041,29.6,N/A,0.01,1,3,None
15:01:45:076,29.6,N/A,0.01,1,3,None
15:01:45:108,29.6,N/A,0.01,1,3,None
15:01:45:144,29.6,N/A,0.01,1,3,None
15:01:45:175,29.5,N/A,0.00,1,3,None
15:01:45:210,29.5,N/A,0.01,1,3,None
15:01:45:243,29.5,N/A,0.00,1,3,None
15:01:45:279,29.5,N/A,0.01,1,3,None
15:01:45:313,29.5,N/A,0.01,1,3,None
15:01:45:346,29.5,N/A,0.01,1,3,None
15:01:45:381,29.5,N/A,0.01,1,3,None
15:01:45:414,29.5,N/A,0.01,1,3,None
15:01:45:450,29.5,N/A,0.01,1,3,None
15:01:45:482,29.5,N/A,0.01,1,3,None
15:01:45:515,29.5,N/A,0.01,1,3,None
15:01:45:549,29.5,N/A,0.01,1,3,None
15:01:45:583,29.5,N/A,0.01,1,3,None
15:01:45:618,29.5,N/A,0.01,1,3,None
15:01:45:650,29.5,N/A,0.00,1,3,None
15:01:45:684,29.5,N/A,0.01,1,3,None
15:01:45:718,29.5,N/A,0.01,1,3,None
15:01:45:753,29.5,N/A,0.01,1,3,None
15:01:45:785,29.5,N/A,0.01,1,3,None
15:01:45:819,29.5,N/A,0.01,1,3,None
15:01:45:854,29.6,N/A,0.01,1,3,None
15:01:45:886,29.6,N/A,0.01,1,3,None
15:01:45:922,29.6,N/A,0.01,1,3,None
15:01:45:956,29.6,N/A,0.01,1,3,None
15:01:45:992,29.6,N/A,0.01,1,3,None
15:01:46:022,29.6,N/A,0.01,1,3,None
15:01:46:057,29.6,N/A,0.01,1,3,None
15:01:46:091,29.6,N/A,0.01,1,3,None
15:01:46:126,29.6,N/A,0.01,1,3,None
15:01:46:159,29.6,N/A,0.01,1,3,None
15:01:46:192,29.5,N/A,0.01,1,3,None
15:01:46:227,29.5,N/A,0.01,1,3,None
15:01:46:261,29.5,N/A,0.01,1,3,None
15:01:46:294,29.5,N/A,0.01,1,3,None
15:01:46:329,29.5,N/A,0.01,1,3,None
15:01:46:362,29.5,N/A,0.01,1,3,None
15:01:46:399,29.5,N/A,0.01,1,3,None
15:01:46:430,29.5,N/A,0.01,1,3,None
15:01:46:465,29.5,N/A,0.01,1,3,None
15:01:46:499,29.5,N/A,0.01,1,3,None
15:01:46:533,29.3,N/A,0.01,1,3,None
15:01:46:567,29.3,N/A,0.01,1,3,None
15:01:46:600,29.3,N/A,0.01,1,3,None
15:01:46:634,29.3,N/A,0.01,1,3,None
15:01:46:669,29.3,N/A,0.01,1,3,None
15:01:46:704,29.3,N/A,0.01,1,3,None
15:01:46:737,29.3,N/A,0.01,1,3,None
15:01:46:771,29.3,N/A,0.01,1,3,None
15:01:46:807,29.3,N/A,0.01,1,3,None
15:01:46:839,29.3,N/A,0.01,1,3,None
15:01:46:873,29.4,N/A,0.01,1,3,None
15:01:46:907,29.4,N/A,0.01,1,3,None
15:01:46:941,29.4,N/A,0.01,1,3,None
15:01:46:973,29.4,N/A,0.01,1,3,None
15:01:47:007,29.4,N/A,0.01,1,3,None
15:01:47:041,29.4,N/A,0.01,1,3,None
15:01:47:076,29.4,N/A,0.01,1,3,None
15:01:47:110,29.4,N/A,0.01,1,3,None
15:01:47:144,29.4,N/A,0.01,1,3,None
15:01:47:179,29.4,N/A,0.01,1,3,None
15:01:47:212,29.5,N/A,0.01,1,3,None
15:01:47:248,29.5,N/A,0.01,1,3,None
15:01:47:280,29.5,N/A,0.01,1,3,None
15:01:47:315,29.5,N/A,0.01,1,3,None
15:01:47:347,29.5,N/A,0.01,1,3,None
15:01:47:380,29.5,N/A,0.01,1,3,None
15:01:47:416,29.5,N/A,0.01,1,3,None
15:01:47:447,29.5,N/A,0.01,1,3,None
15:01:47:481,29.5,N/A,0.01,1,3,None
15:01:47:515,29.5,N/A,0.01,1,3,None
15:01:47:548,29.8,N/A,0.01,1,3,None
15:01:47:583,29.8,N/A,0.01,1,2,None
15:01:47:616,29.8,N/A,0.01,1,2,None
15:01:47:649,29.8,N/A,0.01,1,2,None
15:01:47:683,29.8,N/A,0.01,1,2,None
15:01:47:719,29.8,N/A,0.01,1,1,None
15:01:47:751,29.8,N/A,0.00,1,1,None
15:01:47:784,29.8,N/A,0.01,1,1,None
15:01:47:820,29.8,N/A,0.01,1,1,None
15:01:47:853,29.8,N/A,0.01,1,0,None
15:02:03:247,29.6,N/A,0.01,3,3,None
15:02:03:280,29.6,N/A,0.01,3,3,None
15:02:03:314,29.6,N/A,0.01,3,3,None
15:02:03:349,29.6,N/A,0.01,3,3,None
15:02:03:382,29.6,N/A,0.01,3,3,None
15:02:03:416,29.6,N/A,0.01,3,3,None
15:02:03:450,29.5,N/A,0.01,3,3,None
15:02:03:484,29.5,N/A,0.01,3,3,None
15:02:03:518,29.5,N/A,0.01,3,3,None
15:02:03:553,29.5,N/A,0.01,3,3,None
15:02:03:585,29.5,N/A,0.01,3,3,None
15:02:03:619,29.5,N/A,0.01,3,3,None
15:02:03:652,29.5,N/A,0.01,3,3,None
15:02:03:686,29.5,N/A,0.01,3,3,None
15:02:03:720,29.5,N/A,0.01,3,3,None
15:02:03:755,29.5,N/A,0.01,3,3,None
15:02:03:789,29.5,N/A,0.01,3,3,None
15:02:03:822,29.5,N/A,0.00,3,3,None
15:02:03:857,29.5,N/A,0.00,3,3,None
15:02:03:890,29.5,N/A,0.01,3,3,None
15:02:03:925,29.5,N/A,0.01,3,3,None
15:02:03:959,29.5,N/A,0.01,3,3,None
15:02:03:992,29.5,N/A,0.01,3,3,None
15:02:04:027,29.5,N/A,0.00,3,3,None
15:02:04:062,29.5,N/A,0.01,3,3,None
15:02:04:095,29.5,N/A,0.01,3,3,None
15:02:04:129,29.4,N/A,0.01,3,3,None
15:02:04:163,29.4,N/A,0.01,3,3,None
15:02:04:196,29.4,N/A,0.00,3,3,None
15:02:04:233,29.4,N/A,0.01,3,3,None
15:02:04:264,29.4,N/A,0.01,3,3,None
15:02:04:299,29.4,N/A,0.01,3,3,None
15:02:04:332,29.4,N/A,0.01,3,3,None
15:02:04:366,29.4,N/A,0.01,3,3,None
15:02:04:400,29.4,N/A,0.01,3,3,None
15:02:04:432,29.4,N/A,0.01,3,3,None
15:02:04:467,29.7,N/A,0.01,3,3,None
15:02:04:499,29.7,N/A,0.01,3,3,None
15:02:04:535,29.7,N/A,0.01,3,3,None
15:02:04:568,29.7,N/A,0.01,3,3,None
15:02:04:602,29.7,N/A,0.01,3,3,None
15:02:04:636,29.7,N/A,0.01,3,3,None
15:02:04:669,29.7,N/A,0.01,3,3,None
15:02:04:703,29.7,N/A,0.01,3,3,None
15:02:04:736,29.7,N/A,0.01,3,3,None
15:02:04:771,29.7,N/A,0.01,3,3,None
15:02:04:803,29.7,N/A,0.00,3,3,None
15:02:04:838,29.7,N/A,0.01,3,3,None
15:02:04:871,29.7,N/A,0.00,3,3,None
15:02:04:905,29.7,N/A,0.01,3,3,None
15:02:04:938,29.7,N/A,0.01,3,3,None
15:02:04:971,29.7,N/A,0.01,3,3,None
15:02:05:005,29.7,N/A,0.01,3,3,None
15:02:05:038,29.7,N/A,0.01,3,3,None
15:02:05:072,29.7,N/A,0.01,3,3,None
15:02:05:105,29.7,N/A,0.01,3,3,None
15:02:05:138,29.8,N/A,0.01,3,3,None
15:02:05:174,29.8,N/A,0.01,3,3,None
15:02:05:208,29.8,N/A,0.01,3,3,None
15:02:05:241,29.8,N/A,0.01,3,3,None
15:02:05:274,29.8,N/A,0.01,3,3,None
15:02:05:308,29.8,N/A,0.01,3,3,None
15:02:05:342,29.8,N/A,0.01,3,2,None
15:02:05:376,29.8,N/A,0.01,3,2,None
15:02:05:409,29.8,N/A,0.01,3,2,None
15:02:05:443,29.8,N/A,0.01,3,2,None
15:02:05:478,29.5,N/A,0.01,3,2,None
15:02:05:513,29.5,N/A,0.01,3,2,None
15:02:05:546,29.5,N/A,0.01,3,2,None
15:02:05:580,29.5,N/A,0.01,3,2,None
15:02:05:613,29.5,N/A,0.01,3,2,None
15:02:05:647,29.5,N/A,0.01,3,2,None
15:02:05:681,29.5,N/A,0.01,3,2,None
15:02:05:716,29.5,N/A,0.01,3,2,None
15:02:05:749,29.5,N/A,0.01,3,2,None
15:02:05:783,29.5,N/A,0.01,3,2,None
15:02:05:817,29.5,N/A,0.01,3,2,None
15:02:05:850,29.5,N/A,0.01,3,2,None
15:02:05:884,29.5,N/A,0.01,3,2,None
15:02:05:918,29.5,N/A,0.01,3,2,None
15:02:05:952,29.5,N/A,0.01,3,2,None
15:02:05:986,29.5,N/A,0.01,3,2,None
15:02:06:020,29.5,N/A,0.01,3,2,None
15:02:06:054,29.5,N/A,0.01,3,2,None
15:02:06:089,29.5,N/A,0.01,3,2,None
15:02:06:121,29.5,N/A,0.01,3,2,None
15:02:06:156,29.5,N/A,0.01,3,2,None
15:02:06:189,29.5,N/A,0.01,3,2,None
15:02:06:223,29.5,N/A,0.01,3,2,None
15:02:06:257,29.5,N/A,0.01,3,2,None
15:02:06:291,29.5,N/A,0.01,3,2,None
15:02:06:325,29.5,N/A,0.01,3,2,None
15:02:06:358,29.5,N/A,0.01,3,2,None
15:02:06:392,29.5,N/A,0.01,3,2,None
15:02:06:426,29.5,N/A,0.01,3,2,None
15:02:06:459,29.5,N/A,0.01,3,2,None
15:02:06:494,29.6,N/A,0.01,3,2,None
15:02:06:528,29.6,N/A,0.01,3,2,None
15:02:06:562,29.6,N/A,0.01,3,2,None
15:02:06:596,29.6,N/A,0.00,3,2,None
15:02:06:629,29.6,N/A,0.01,3,2,None
15:02:06:663,29.6,N/A,0.01,3,2,None
15:02:06:696,29.6,N/A,0.01,3,2,None
15:02:06:731,29.6,N/A,0.01,3,2,None
15:02:06:764,29.6,N/A,0.01,3,2,None
15:02:06:799,29.6,N/A,0.01,3,2,None
15:02:06:832,29.5,N/A,0.01,3,2,None
15:02:06:866,29.5,N/A,0.01,3,2,None
15:02:06:900,29.5,N/A,0.01,3,2,None
15:02:06:934,29.5,N/A,0.01,3,2,None
15:02:06:967,29.5,N/A,0.01,3,2,None
15:02:07:001,29.5,N/A,0.00,3,2,None
15:02:07:035,29.5,N/A,0.01,3,2,None
15:02:07:069,29.5,N/A,0.00,3,2,None
15:02:07:102,29.5,N/A,0.01,3,2,None
15:02:07:137,29.5,N/A,0.01,3,2,None
15:02:07:171,29.6,N/A,0.01,3,2,None
15:02:07:205,29.6,N/A,0.01,3,2,None
15:02:07:239,29.6,N/A,0.01,3,2,None
15:02:07:272,29.6,N/A,0.01,3,2,None
15:02:07:307,29.6,N/A,0.01,3,2,None
15:02:07:341,29.6,N/A,0.01,3,2,None
15:02:07:376,29.6,N/A,0.01,3,2,None
15:02:07:409,29.6,N/A,0.01,3,2,None
15:02:07:443,29.6,N/A,0.01,3,2,None
15:02:07:476,29.6,N/A,0.01,3,2,None
15:02:07:512,29.4,N/A,0.01,3,2,None
15:02:07:545,29.4,N/A,0.01,3,2,None
15:02:07:580,29.4,N/A,0.01,3,2,None
15:02:07:612,29.4,N/A,0.01,3,2,None
15:02:07:647,29.4,N/A,0.01,3,2,None
15:02:07:680,29.4,N/A,0.01,3,2,None
15:02:07:714,29.4,N/A,0.01,3,2,None
15:02:07:748,29.4,N/A,0.01,3,2,None
15:02:07:782,29.4,N/A,0.01,3,2,None
15:02:07:817,29.4,N/A,0.00,3,2,None
15:02:07:851,29.5,N/A,0.01,3,2,None
15:02:07:884,29.5,N/A,0.01,3,2,None
15:02:07:919,29.5,N/A,0.01,3,2,None
15:02:07:953,29.5,N/A,0.01,3,2,None
15:02:07:985,29.5,N/A,0.01,3,2,None
15:02:08:018,29.5,N/A,0.00,3,2,None
15:02:08:054,29.5,N/A,0.01,3,2,None
15:02:08:087,29.5,N/A,0.01,3,2,None
15:02:08:121,29.5,N/A,0.01,3,2,None
15:02:08:156,29.5,N/A,0.01,3,2,None
15:02:08:189,29.5,N/A,0.01,3,2,None
15:02:08:225,29.5,N/A,0.01,3,2,None
15:02:08:257,29.5,N/A,0.01,3,1,None
15:02:08:291,29.5,N/A,0.00,3,1,None
15:02:08:324,29.5,N/A,0.01,3,1,None
15:02:08:361,29.5,N/A,0.01,3,1,None
15:02:08:394,29.5,N/A,0.01,3,0,None
15:02:17:939,29.6,N/A,0.01,3,3,None
15:02:17:972,29.6,N/A,0.01,3,3,None
15:02:18:006,29.6,N/A,0.01,3,3,None
15:02:18:040,29.6,N/A,0.01,3,3,None
15:02:18:075,29.6,N/A,0.01,3,3,None
15:02:18:108,29.6,N/A,0.01,3,3,None
15:02:18:144,29.6,N/A,0.01,3,3,None
15:02:18:176,29.6,N/A,0.01,3,3,None
15:02:18:210,29.6,N/A,0.01,3,3,None
15:02:18:244,29.6,N/A,0.01,3,3,None
15:02:18:279,29.6,N/A,0.01,3,3,None
15:02:18:313,29.4,N/A,0.01,3,3,None
15:02:18:347,29.4,N/A,0.01,3,3,None
15:02:18:381,29.4,N/A,0.01,3,3,None
15:02:18:415,29.4,N/A,0.01,3,3,None
15:02:18:448,29.4,N/A,0.01,3,3,None
15:02:18:482,29.4,N/A,0.01,3,3,None
15:02:18:516,29.4,N/A,0.01,3,3,None
15:02:18:549,29.4,N/A,0.01,3,3,None
15:02:18:583,29.4,N/A,0.01,3,3,None
15:02:18:619,29.4,N/A,0.01,3,3,None
15:02:18:652,29.5,N/A,0.01,3,3,None
15:02:18:685,29.5,N/A,0.01,3,3,None
15:02:18:719,29.5,N/A,0.01,3,3,None
15:02:18:754,29.5,N/A,0.02,3,3,None
15:02:18:787,29.5,N/A,0.01,3,3,None
15:02:18:821,29.5,N/A,0.01,3,3,None
15:02:18:856,29.5,N/A,0.01,3,3,None
15:02:18:890,29.5,N/A,0.01,3,3,None
15:02:18:923,29.5,N/A,0.01,3,3,None
15:02:18:956,29.5,N/A,0.01,3,3,None
15:02:18:989,29.7,N/A,0.01,3,3,None
15:02:19:025,29.7,N/A,0.01,3,3,None
15:02:19:058,29.7,N/A,0.01,3,3,None
15:02:19:091,29.7,N/A,0.01,3,3,None
15:02:19:125,29.7,N/A,0.01,3,3,None
15:02:19:160,29.7,N/A,0.01,3,3,None
15:02:19:193,29.7,N/A,0.01,3,3,None
15:02:19:228,29.7,N/A,0.01,3,3,None
15:02:19:263,29.7,N/A,0.01,3,2,None
15:02:19:296,29.7,N/A,0.01,3,2,None
15:02:19:330,29.3,N/A,0.01,3,2,None
15:02:19:363,29.3,N/A,0.01,3,2,None
15:02:19:396,29.3,N/A,0.01,3,2,None
15:02:19:431,29.3,N/A,0.01,3,1,None
15:02:19:464,29.3,N/A,0.01,3,1,None
15:02:19:499,29.3,N/A,0.01,3,1,None
15:02:19:533,29.3,N/A,0.01,3,1,None
15:02:19:564,29.3,N/A,0.00,3,1,None
15:02:19:599,29.3,N/A,0.00,3,1,None
15:02:19:632,29.3,N/A,0.01,3,1,None
15:02:19:666,29.7,N/A,0.01,3,1,None
15:02:19:700,29.7,N/A,0.01,3,1,None
15:02:19:734,29.7,N/A,0.01,3,1,None
15:02:19:767,29.7,N/A,0.01,3,1,None
15:02:19:801,29.7,N/A,0.01,3,1,None
15:02:19:835,29.7,N/A,0.01,3,1,None
15:02:19:869,29.7,N/A,0.01,3,1,None
15:02:19:903,29.7,N/A,0.01,3,1,None
15:02:19:938,29.7,N/A,0.01,3,1,None
15:02:19:971,29.7,N/A,0.01,3,1,None
15:02:20:006,29.5,N/A,0.01,3,1,None
15:02:20:041,29.5,N/A,0.01,3,1,None
15:02:20:073,29.5,N/A,0.01,3,1,None
15:02:20:108,29.5,N/A,0.01,3,1,None
15:02:20:140,29.5,N/A,0.01,3,1,None
15:02:20:174,29.5,N/A,0.01,3,1,None
15:02:20:210,29.5,N/A,0.01,3,1,None
15:02:20:242,29.5,N/A,0.00,3,1,None
15:02:20:276,29.5,N/A,0.01,3,1,None
15:02:20:312,29.5,N/A,0.01,3,1,None
15:02:20:344,29.5,N/A,0.00,3,0,None
timestamp,fps,cpu_temp,spi_latency_ms,p1_lives,p2_lives,error
22:49:25:651,0.0,N/A,0.01,3,3,None
22:49:25:654,0.0,N/A,0.00,3,3,None
22:49:25:688,0.0,N/A,0.00,3,3,None
22:49:25:722,0.0,N/A,0.00,3,3,None
22:49:25:759,0.0,N/A,0.00,3,3,None
22:49:25:788,0.0,N/A,0.00,3,3,None
22:49:25:823,0.0,N/A,0.00,3,3,None
22:49:25:855,0.0,N/A,0.00,3,3,None
22:49:25:888,0.0,N/A,0.00,3,3,None
22:49:25:922,0.0,N/A,0.00,3,3,None
22:49:25:957,0.0,N/A,0.00,3,3,None
22:49:25:989,29.9,N/A,0.00,3,3,None
22:49:26:024,29.9,N/A,0.00,3,3,None
22:49:26:057,29.9,N/A,0.00,3,3,None
22:49:26:091,29.9,N/A,0.00,3,3,None
22:49:26:125,29.9,N/A,0.00,3,3,None
22:49:26:159,29.9,N/A,0.00,3,3,None
22:49:26:193,29.9,N/A,0.00,3,3,None
22:49:26:227,29.9,N/A,0.00,3,3,None
22:49:26:261,29.9,N/A,0.00,3,3,None
22:49:26:296,29.9,N/A,0.00,3,3,None
22:49:26:329,29.4,N/A,0.00,3,3,None
22:49:26:363,29.4,N/A,0.00,3,3,None
22:49:26:397,29.4,N/A,0.00,3,3,None
22:49:26:430,29.4,N/A,0.00,3,3,None
22:49:26:465,29.4,N/A,0.00,3,3,None
22:49:26:498,29.4,N/A,0.00,3,3,None
22:49:26:533,29.4,N/A,0.01,3,3,None
22:49:26:567,29.4,N/A,0.01,3,3,None
22:49:26:601,29.4,N/A,0.01,3,3,None
22:49:26:635,29.4,N/A,0.02,3,3,None
22:49:26:668,29.6,N/A,0.01,3,3,None
22:49:26:702,29.6,N/A,0.01,3,3,None
22:49:26:736,29.6,N/A,0.01,3,3,None
22:49:26:770,29.6,N/A,0.01,3,3,None
22:49:26:803,29.6,N/A,0.00,2,3,None
22:49:26:838,29.6,N/A,0.00,2,3,None
22:49:26:871,29.6,N/A,0.00,2,3,None
22:49:26:905,29.6,N/A,0.00,2,2,None
22:49:26:939,29.6,N/A,0.00,2,2,None
22:49:26:973,29.6,N/A,0.00,2,2,None
22:49:27:007,29.4,N/A,0.00,2,2,None
22:49:27:041,29.4,N/A,0.00,2,2,None
22:49:27:075,29.4,N/A,0.00,2,2,None
22:49:27:110,29.4,N/A,0.01,2,2,None
22:49:27:143,29.4,N/A,0.00,2,2,None
22:49:27:177,29.4,N/A,0.01,2,2,None
22:49:27:210,29.4,N/A,0.01,2,2,None
22:49:27:245,29.4,N/A,0.01,2,2,None
22:49:27:279,29.4,N/A,0.01,2,2,None
22:49:27:311,29.4,N/A,0.00,2,2,None
22:49:27:346,29.6,N/A,0.00,2,2,None
22:49:27:379,29.6,N/A,0.00,2,2,None
22:49:27:412,29.6,N/A,0.00,2,1,None
22:49:27:446,29.6,N/A,0.00,2,1,None
22:49:27:480,29.6,N/A,0.00,2,1,None
22:49:27:515,29.6,N/A,0.00,2,1,None
22:49:27:548,29.6,N/A,0.00,2,1,None
22:49:27:582,29.6,N/A,0.00,2,1,None
22:49:27:615,29.6,N/A,0.00,2,1,None
22:49:27:649,29.6,N/A,0.00,2,0,None
