timestamp,fps,cpu_temp,spi_latency_ms,p1_lives,p2_lives,error
15:01:11:118,29.5,N/A,0.00,3,3,None
15:01:11:153,29.5,N/A,0.00,3,3,None
15:01:11:186,29.5,N/A,0.00,3,3,None
15:01:11:220,29.5,N/A,0.00,3,3,None
15:01:11:255,29.5,N/A,0.00,3,3,None
15:01:11:288,29.5,N/A,0.00,3,3,None
15:01:11:324,29.5,N/A,0.00,3,3,None
15:01:11:357,29.5,N/A,0.01,3,3,None
15:01:11:392,29.5,N/A,0.01,3,3,None
15:01:11:425,29.5,N/A,0.01,3,3,None
15:01:11:461,29.5,N/A,0.01,3,3,None
15:01:11:493,29.5,N/A,0.01,3,3,None
15:01:11:527,29.5,N/A,0.01,3,3,None
15:01:11:560,29.5,N/A,0.00,3,3,None
15:01:11:596,29.5,N/A,0.01,3,3,None
15:01:11:629,29.5,N/A,0.01,3,3,None
15:01:11:663,29.5,N/A,0.01,3,3,None
15:01:11:696,29.5,N/A,0.01,3,3,None
15:01:11:732,29.5,N/A,0.01,3,3,None
15:01:11:765,29.5,N/A,0.01,3,3,None
15:01:11:799,29.5,N/A,0.01,3,3,None
15:01:11:833,29.5,N/A,0.01,3,3,None
15:01:11:865,29.5,N/A,0.01,3,3,None
15:01:11:900,29.5,N/A,0.01,3,3,None
15:01:11:934,29.5,N/A,0.01,3,3,None
15:01:11:967,29.5,N/A,0.01,3,3,None
15:01:12:002,29.6,N/A,0.01,3,3,None
15:01:12:035,29.6,N/A,0.01,3,3,None
15:01:12:068,29.6,N/A,0.01,3,3,None
15:01:12:103,29.6,N/A,0.01,3,3,None
15:01:12:135,29.6,N/A,0.01,3,3,None
15:01:12:170,29.6,N/A,0.01,3,3,None
15:01:12:203,29.6,N/A,0.01,3,3,None
15:01:12:240,29.6,N/A,0.01,3,3,None
15:01:12:272,29.6,N/A,0.01,3,3,None
15:01:12:304,29.6,N/A,0.01,3,3,None
15:01:12:340,29.6,N/A,0.01,3,3,None
15:01:12:372,29.6,N/A,0.01,3,3,None
15:01:12:406,29.6,N/A,0.01,3,3,None
15:01:12:442,29.6,N/A,0.01,3,3,None
15:01:12:473,29.6,N/A,0.01,3,3,None
15:01:12:509,29.6,N/A,0.01,3,3,None
15:01:12:542,29.6,N/A,0.01,3,3,None
15:01:12:579,29.6,N/A,0.01,3,3,None
15:01:12:611,29.6,N/A,0.01,3,3,None
15:01:12:647,29.6,N/A,0.01,3,3,None
15:01:12:681,29.3,N/A,0.01,3,3,None
15:01:12:714,29.3,N/A,0.01,3,3,None
15:01:12:747,29.3,N/A,0.01,3,3,None
15:01:12:780,29.3,N/A,0.01,3,3,None
15:01:12:815,29.3,N/A,0.01,3,3,None
15:01:12:851,29.3,N/A,0.01,3,3,None
15:01:12:884,29.3,N/A,0.01,3,3,None
15:01:12:917,29.3,N/A,0.01,3,3,None
15:01:12:951,29.3,N/A,0.01,3,3,None
15:01:12:986,29.3,N/A,0.01,3,3,None
15:01:13:019,29.5,N/A,0.01,3,3,None
15:01:13:053,29.5,N/A,0.01,3,3,None
15:01:13:086,29.5,N/A,0.01,3,3,None
15:01:13:121,29.5,N/A,0.01,3,3,None
15:01:13:154,29.5,N/A,0.01,3,3,None
15:01:13:190,29.5,N/A,0.01,3,3,None
15:01:13:222,29.5,N/A,0.01,3,3,None
15:01:13:257,29.5,N/A,0.01,3,3,None
15:01:13:292,29.5,N/A,0.01,3,3,None
15:01:13:328,29.5,N/A,0.01,3,3,None
15:01:13:360,29.3,N/A,0.01,3,3,None
15:01:13:393,29.3,N/A,0.01,3,3,None
15:01:13:427,29.3,N/A,0.01,3,3,None
15:01:13:463,29.3,N/A,0.01,3,3,None
15:01:13:495,29.3,N/A,0.01,3,3,None
15:01:13:529,29.3,N/A,0.01,3,3,None
15:01:13:564,29.3,N/A,0.01,3,3,None
15:01:13:599,29.3,N/A,0.01,3,3,None
15:01:13:631,29.3,N/A,0.01,3,3,None
15:01:13:666,29.3,N/A,0.01,3,3,None
15:01:13:699,29.4,N/A,0.01,3,3,None
15:01:13:733,29.4,N/A,0.01,3,3,None
15:01:13:766,29.4,N/A,0.01,3,3,None
15:01:13:802,29.4,N/A,0.01,3,3,None
15:01:13:837,29.4,N/A,0.01,3,3,None
15:01:13:869,29.4,N/A,0.01,3,3,None
15:01:13:904,29.4,N/A,0.01,3,3,None
15:01:13:937,29.4,N/A,0.01,3,3,None
15:01:13:973,29.4,N/A,0.01,3,3,None
15:01:14:005,29.4,N/A,0.01,3,3,None
15:01:14:040,29.4,N/A,0.01,3,3,None
15:01:14:073,29.4,N/A,0.01,3,3,None
15:01:14:107,29.4,N/A,0.01,3,3,None
15:01:14:140,29.4,N/A,0.01,3,3,None
15:01:14:174,29.4,N/A,0.01,3,3,None
15:01:14:207,29.4,N/A,0.01,3,3,None
15:01:14:241,29.4,N/A,0.01,3,3,None
15:01:14:276,29.4,N/A,0.01,3,3,None
15:01:14:310,29.4,N/A,0.01,3,3,None
15:01:14:343,29.4,N/A,0.01,3,3,None
15:01:14:378,29.6,N/A,0.01,3,3,None
15:01:14:413,29.6,N/A,0.01,3,3,None
15:01:14:444,29.6,N/A,0.01,3,3,None
15:01:14:478,29.6,N/A,0.01,3,3,None
15:01:14:511,29.6,N/A,0.01,3,3,None
15:01:14:545,29.6,N/A,0.01,3,3,None
15:01:14:580,29.6,N/A,0.01,3,3,None
15:01:14:613,29.6,N/A,0.01,3,3,None
15:01:14:647,29.6,N/A,0.01,3,3,None
15:01:14:680,29.6,N/A,0.01,3,3,None
15:01:14:717,29.7,N/A,0.01,3,3,None
15:01:14:749,29.7,N/A,0.01,3,3,None
15:01:14:782,29.7,N/A,0.01,3,3,None
15:01:14:817,29.7,N/A,0.01,3,3,None
15:01:14:851,29.7,N/A,0.01,3,3,None
15:01:14:885,29.7,N/A,0.01,3,3,None
15:01:14:918,29.7,N/A,0.00,3,3,None
15:01:14:952,29.7,N/A,0.01,3,3,None
15:01:14:986,29.7,N/A,0.01,3,3,None
15:01:15:019,29.7,N/A,0.01,3,3,None
15:01:15:054,29.5,N/A,0.01,3,3,None
15:01:15:088,29.5,N/A,0.01,3,3,None
15:01:15:123,29.5,N/A,0.01,3,3,None
15:01:15:156,29.5,N/A,0.01,3,3,None
15:01:15:191,29.5,N/A,0.01,3,3,None
15:01:15:225,29.5,N/A,0.01,3,3,None
15:01:15:260,29.5,N/A,0.01,3,3,None
15:01:15:292,29.5,N/A,0.01,3,3,None
15:01:15:327,29.5,N/A,0.01,3,3,None
15:01:15:361,29.5,N/A,0.01,3,3,None
15:01:15:394,29.3,N/A,0.01,3,3,None
15:01:15:428,29.3,N/A,0.01,3,3,None
15:01:15:463,29.3,N/A,0.01,3,3,None
15:01:15:496,29.3,N/A,0.01,3,3,None
15:01:15:530,29.3,N/A,0.01,3,3,None
15:01:15:564,29.3,N/A,0.01,3,3,None
15:01:15:597,29.3,N/A,0.01,3,3,None
15:01:15:632,29.3,N/A,0.01,3,3,None
15:01:15:664,29.3,N/A,0.00,3,3,None
15:01:15:700,29.3,N/A,0.01,3,3,None
15:01:15:733,29.5,N/A,0.01,3,3,None
15:01:15:767,29.5,N/A,0.01,3,3,None
15:01:15:801,29.5,N/A,0.01,3,3,None
15:01:15:834,29.5,N/A,0.01,3,3,None
15:01:15:869,29.5,N/A,0.01,3,3,None
15:01:15:902,29.5,N/A,0.01,3,3,None
15:01:15:936,29.5,N/A,0.01,3,3,None
15:01:15:970,29.5,N/A,0.01,3,3,None
15:01:16:003,29.5,N/A,0.01,3,3,None
15:01:16:037,29.5,N/A,0.01,3,3,None
15:01:16:071,29.6,N/A,0.01,3,3,None
15:01:16:105,29.6,N/A,0.01,3,3,None
15:01:16:139,29.6,N/A,0.01,3,3,None
15:01:16:173,29.6,N/A,0.01,3,3,None
15:01:16:207,29.6,N/A,0.01,3,3,None
15:01:16:241,29.6,N/A,0.01,3,3,None
15:01:16:276,29.6,N/A,0.01,3,3,None
15:01:16:308,29.6,N/A,0.00,3,3,None
15:01:16:343,29.6,N/A,0.01,3,3,None
15:01:16:377,29.6,N/A,0.01,3,3,None
15:01:16:412,29.4,N/A,0.01,3,3,None
15:01:16:445,29.4,N/A,0.01,3,3,None
15:01:16:480,29.4,N/A,0.01,3,3,None
15:01:16:513,29.4,N/A,0.01,3,3,None
15:01:16:547,29.4,N/A,0.01,3,3,None
15:01:16:582,29.4,N/A,0.01,3,3,None
15:01:16:614,29.4,N/A,0.01,3,3,None
15:01:16:649,29.4,N/A,0.01,3,3,None
15:01:16:682,29.4,N/A,0.01,3,3,None
15:01:16:716,29.4,N/A,0.01,3,3,None
15:01:16:751,29.5,N/A,0.01,3,3,None
15:01:16:784,29.5,N/A,0.01,3,3,None
15:01:16:819,29.5,N/A,0.01,3,3,None
15:01:16:852,29.5,N/A,0.01,3,3,None
15:01:16:887,29.5,N/A,0.01,3,3,None
15:01:16:920,29.5,N/A,0.01,3,3,None
15:01:16:954,29.5,N/A,0.01,3,3,None
15:01:16:988,29.5,N/A,0.01,3,3,None
15:01:17:021,29.5,N/A,0.00,3,3,None
15:01:17:057,29.5,N/A,0.01,3,3,None
15:01:17:090,29.4,N/A,0.01,3,3,None
15:01:17:123,29.4,N/A,0.00,3,3,None
15:01:17:158,29.4,N/A,0.01,3,3,None
15:01:17:192,29.4,N/A,0.01,3,3,None
15:01:17:227,29.4,N/A,0.01,3,3,None
15:01:17:259,29.4,N/A,0.01,3,3,None
15:01:17:293,29.4,N/A,0.01,3,3,None
15:01:17:325,29.4,N/A,0.00,3,3,None
15:01:17:360,29.4,N/A,0.00,3,3,None
15:01:17:395,29.4,N/A,0.01,3,3,None
15:01:17:428,29.6,N/A,0.01,3,3,None
15:01:17:463,29.6,N/A,0.01,3,3,None
15:01:17:497,29.6,N/A,0.01,3,3,None
15:01:17:533,29.6,N/A,0.01,3,3,None
15:01:17:565,29.6,N/A,0.00,3,3,None
15:01:17:599,29.6,N/A,0.01,3,3,None
15:01:17:633,29.6,N/A,0.01,3,3,None
15:01:17:665,29.6,N/A,0.00,3,3,None
15:01:17:699,29.6,N/A,0.01,3,3,None
15:01:17:736,29.6,N/A,0.01,3,3,None
15:01:17:768,29.3,N/A,0.00,3,3,None
15:01:17:804,29.3,N/A,0.01,3,3,None
15:01:17:836,29.3,N/A,0.01,3,3,None
15:01:17:871,29.3,N/A,0.01,3,3,None
15:01:17:906,29.3,N/A,0.01,3,3,None
15:01:17:939,29.3,N/A,0.00,3,3,None
15:01:17:974,29.3,N/A,0.01,3,3,None
15:01:18:007,29.3,N/A,0.01,3,3,None
15:01:18:041,29.3,N/A,0.01,3,3,None
15:01:18:076,29.3,N/A,0.01,3,3,None
15:01:18:109,29.4,N/A,0.01,3,3,None
15:01:18:143,29.4,N/A,0.01,3,3,None
15:01:18:176,29.4,N/A,0.01,3,3,None
15:01:18:211,29.4,N/A,0.01,3,3,None
15:01:18:246,29.4,N/A,0.01,3,3,None
15:01:18:279,29.4,N/A,0.01,3,3,None
15:01:18:313,29.4,N/A,0.01,3,3,None
15:01:18:348,29.4,N/A,0.01,3,3,None
15:01:18:381,29.4,N/A,0.01,3,3,None
15:01:18:414,29.4,N/A,0.01,3,3,None
15:01:18:448,29.6,N/A,0.00,3,3,None
15:01:18:481,29.6,N/A,0.01,3,3,None
15:01:18:515,29.6,N/A,0.01,3,3,None
15:01:18:549,29.6,N/A,0.01,3,3,None
15:01:18:584,29.6,N/A,0.01,3,3,None
15:01:18:619,29.6,N/A,0.01,3,3,None
15:01:18:651,29.6,N/A,0.01,3,3,None
15:01:18:686,29.6,N/A,0.01,3,3,None
15:01:18:719,29.6,N/A,0.00,3,3,None
15:01:18:753,29.6,N/A,0.01,3,3,None
15:01:18:787,29.4,N/A,0.01,3,3,None
15:01:18:821,29.4,N/A,0.01,3,3,None
15:01:18:855,29.4,N/A,0.01,3,3,None
15:01:18:890,29.4,N/A,0.01,3,3,None
15:01:18:923,29.4,N/A,0.00,3,3,None
15:01:18:957,29.4,N/A,0.01,3,3,None
15:01:18:993,29.4,N/A,0.01,3,3,None
15:01:19:025,29.4,N/A,0.00,3,3,None
15:01:19:059,29.4,N/A,0.01,3,3,None
15:01:19:094,29.4,N/A,0.01,3,3,None
15:01:19:128,29.4,N/A,0.01,3,3,None
15:01:19:161,29.4,N/A,0.01,3,3,None
15:01:19:195,29.4,N/A,0.01,3,3,None
15:01:19:230,29.4,N/A,0.01,3,3,None
15:01:19:263,29.4,N/A,0.01,3,3,None
15:01:19:298,29.4,N/A,0.00,3,3,None
15:01:19:331,29.4,N/A,0.01,3,3,None
15:01:19:365,29.4,N/A,0.01,3,3,None
15:01:19:400,29.4,N/A,0.01,3,3,None
15:01:19:432,29.4,N/A,0.01,3,3,None
15:01:19:466,29.5,N/A,0.01,3,3,None
15:01:19:501,29.5,N/A,0.01,3,3,None
15:01:19:534,29.5,N/A,0.01,3,3,None
15:01:19:568,29.5,N/A,0.01,3,3,None
15:01:19:604,29.5,N/A,0.01,3,3,None
15:01:19:637,29.5,N/A,0.01,3,3,None
15:01:19:670,29.5,N/A,0.01,3,3,None
15:01:19:706,29.5,N/A,0.01,3,3,None
15:01:19:739,29.5,N/A,0.01,3,3,None
15:01:19:773,29.5,N/A,0.01,3,3,None
15:01:19:807,29.4,N/A,0.01,3,3,None
15:01:19:841,29.4,N/A,0.01,3,3,None
15:01:19:875,29.4,N/A,0.01,3,3,None
15:01:19:909,29.4,N/A,0.01,3,3,None
15:01:19:941,29.4,N/A,0.01,3,3,None
15:01:19:976,29.4,N/A,0.01,3,3,None
15:01:20:009,29.4,N/A,0.01,3,3,None
15:01:20:042,29.4,N/A,0.00,3,3,None
15:01:20:077,29.4,N/A,0.01,3,3,None
15:01:20:110,29.4,N/A,0.01,3,3,None
15:01:20:145,29.6,N/A,0.01,3,3,None
15:01:20:179,29.6,N/A,0.01,3,3,None
15:01:20:213,29.6,N/A,0.01,3,3,None
15:01:20:247,29.6,N/A,0.01,3,3,None
15:01:20:278,29.6,N/A,0.01,3,3,None
15:01:20:315,29.6,N/A,0.01,3,3,None
15:01:20:348,29.6,N/A,0.01,3,3,None
15:01:20:380,29.6,N/A,0.01,3,3,None
15:01:20:415,29.6,N/A,0.01,3,3,None
15:01:20:448,29.6,N/A,0.01,3,3,None
15:01:20:482,29.7,N/A,0.01,3,3,None
15:01:20:514,29.7,N/A,0.00,3,3,None
15:01:20:549,29.7,N/A,0.00,3,3,None
15:01:20:583,29.7,N/A,0.01,3,3,None
15:01:20:617,29.7,N/A,0.00,3,3,None
15:01:20:651,29.7,N/A,0.01,3,3,None
15:01:20:684,29.7,N/A,0.01,3,3,None
15:01:20:719,29.7,N/A,0.01,3,3,None
15:01:20:752,29.7,N/A,0.01,3,3,None
15:01:20:787,29.7,N/A,0.01,3,3,None
15:01:20:821,29.5,N/A,0.01,3,3,None
15:01:20:854,29.5,N/A,0.00,3,3,None
15:01:20:887,29.5,N/A,0.01,3,3,None
15:01:20:921,29.5,N/A,0.01,3,3,None
15:01:20:957,29.5,N/A,0.01,3,3,None
15:01:20:989,29.5,N/A,0.01,3,3,None
15:01:21:024,29.5,N/A,0.01,3,3,None
15:01:21:056,29.5,N/A,0.01,3,3,None
15:01:21:092,29.5,N/A,0.01,3,3,None
15:01:21:125,29.5,N/A,0.00,3,3,None
15:01:21:159,29.5,N/A,0.01,3,3,None
15:01:21:192,29.5,N/A,0.01,3,3,None
15:01:21:227,29.5,N/A,0.01,3,3,None
15:01:21:261,29.5,N/A,0.01,3,3,None
15:01:21:293,29.5,N/A,0.01,3,3,None
15:01:21:329,29.5,N/A,0.01,3,3,None
15:01:21:364,29.5,N/A,0.01,3,3,None
15:01:21:397,29.5,N/A,0.01,3,3,None
15:01:21:430,29.5,N/A,0.01,3,3,None
15:01:21:464,29.5,N/A,0.01,3,3,None
15:01:21:499,29.5,N/A,0.01,3,3,None
15:01:21:533,29.5,N/A,0.01,3,3,None
15:01:21:566,29.5,N/A,0.01,3,3,None
15:01:21:600,29.5,N/A,0.01,3,3,None
15:01:21:634,29.5,N/A,0.01,3,3,None
15:01:21:669,29.5,N/A,0.01,3,3,None
15:01:21:702,29.5,N/A,0.01,3,3,None
15:01:21:735,29.5,N/A,0.01,3,3,None
15:01:21:769,29.5,N/A,0.01,3,3,None
15:01:21:804,29.5,N/A,0.01,3,3,None
15:01:21:837,29.5,N/A,0.00,3,3,None
15:01:21:871,29.5,N/A,0.01,3,3,None
15:01:21:905,29.5,N/A,0.01,3,3,None
15:01:21:940,29.5,N/A,0.01,3,3,None
15:01:21:973,29.5,N/A,0.00,3,3,None
15:01:22:007,29.5,N/A,0.01,3,3,None
15:01:22:040,29.5,N/A,0.01,3,3,None
15:01:22:073,29.5,N/A,0.01,3,3,None
15:01:22:107,29.5,N/A,0.01,3,3,None
15:01:22:141,29.5,N/A,0.01,3,3,None
15:01:22:176,29.6,N/A,0.01,3,3,None
15:01:22:209,29.6,N/A,0.01,3,3,None
15:01:22:242,29.6,N/A,0.01,3,3,None
15:01:22:277,29.6,N/A,0.01,3,3,None
15:01:22:309,29.6,N/A,0.01,3,3,None
15:01:22:345,29.6,N/A,0.01,3,3,None
15:01:22:379,29.6,N/A,0.01,3,3,None
15:01:22:412,29.6,N/A,0.01,3,3,None
15:01:22:445,29.6,N/A,0.01,3,3,None
15:01:22:480,29.6,N/A,0.01,3,3,None
15:01:22:514,29.6,N/A,0.01,3,3,None
15:01:22:548,29.6,N/A,0.01,3,3,None
15:01:22:581,29.6,N/A,0.01,3,3,None
15:01:22:615,29.6,N/A,0.01,3,3,None
15:01:22:648,29.6,N/A,0.01,3,3,None
15:01:22:684,29.6,N/A,0.01,3,3,None
15:01:22:716,29.6,N/A,0.01,3,3,None
15:01:22:750,29.6,N/A,0.01,3,3,None
15:01:22:786,29.6,N/A,0.01,3,3,None
15:01:22:819,29.6,N/A,0.01,3,3,None
15:01:22:855,29.5,N/A,0.01,3,3,None
15:01:22:885,29.5,N/A,0.01,3,3,None
15:01:22:920,29.5,N/A,0.01,3,3,None
15:01:22:956,29.5,N/A,0.01,3,3,None
15:01:22:989,29.5,N/A,0.01,3,3,None
15:01:23:023,29.5,N/A,0.01,3,3,None
15:01:23:055,29.5,N/A,0.01,3,3,None
15:01:23:092,29.5,N/A,0.01,3,3,None
15:01:23:124,29.5,N/A,0.01,3,3,None
15:01:23:158,29.5,N/A,0.01,3,3,None
15:01:23:190,29.6,N/A,0.01,3,3,None
15:01:23:225,29.6,N/A,0.01,3,3,None
15:01:23:258,29.6,N/A,0.01,3,3,None
15:01:23:293,29.6,N/A,0.01,3,3,None
15:01:23:326,29.6,N/A,0.01,3,3,None
15:01:23:362,29.6,N/A,0.01,3,3,None
15:01:23:393,29.6,N/A,0.01,3,3,None
15:01:23:429,29.6,N/A,0.01,3,3,None
15:01:23:462,29.6,N/A,0.01,3,3,None
15:01:23:497,29.6,N/A,0.01,3,3,None
15:01:23:530,29.4,N/A,0.01,3,3,None
15:01:23:565,29.4,N/A,0.01,3,3,None
15:01:23:599,29.4,N/A,0.01,3,3,None
15:01:23:633,29.4,N/A,0.01,3,3,None
15:01:23:666,29.4,N/A,0.01,3,3,None
15:01:23:702,29.4,N/A,0.01,3,3,None
15:01:23:734,29.4,N/A,0.01,3,3,None
15:01:23:770,29.4,N/A,0.01,3,3,None
15:01:23:802,29.4,N/A,0.01,3,3,None
15:01:23:835,29.4,N/A,0.01,3,3,None
15:01:23:869,29.5,N/A,0.01,3,3,None
15:01:23:903,29.5,N/A,0.01,3,3,None
15:01:23:938,29.5,N/A,0.01,3,3,None
15:01:23:970,29.5,N/A,0.01,3,3,None
15:01:24:003,29.5,N/A,0.01,3,3,None
15:01:24:039,29.5,N/A,0.01,3,3,None
15:01:24:073,29.5,N/A,0.01,3,3,None
15:01:24:107,29.5,N/A,0.01,3,3,None
15:01:24:140,29.5,N/A,0.01,3,3,None
15:01:24:176,29.5,N/A,0.01,3,3,None
15:01:24:207,29.5,N/A,0.00,3,3,None
15:01:24:241,29.5,N/A,0.01,3,3,None
15:01:24:277,29.5,N/A,0.01,3,3,None
15:01:24:310,29.5,N/A,0.01,3,3,None
15:01:24:345,29.5,N/A,0.01,3,3,None
15:01:24:377,29.5,N/A,0.01,3,3,None
15:01:24:413,29.5,N/A,0.01,3,3,None
15:01:24:447,29.5,N/A,0.01,3,3,None
15:01:24:481,29.5,N/A,0.01,3,3,None
15:01:24:514,29.5,N/A,0.01,3,3,None
15:01:24:547,29.5,N/A,0.01,3,3,None
15:01:24:582,29.5,N/A,0.01,3,3,None
15:01:24:615,29.5,N/A,0.01,3,3,None
15:01:24:650,29.5,N/A,0.01,3,3,None
15:01:24:682,29.5,N/A,0.01,3,3,None
15:01:24:716,29.5,N/A,0.01,3,3,None
15:01:24:751,29.5,N/A,0.01,3,3,None
15:01:24:785,29.5,N/A,0.01,3,3,None
15:01:24:818,29.5,N/A,0.01,3,3,None
15:01:24:853,29.5,N/A,0.01,3,3,None
15:01:24:887,29.5,N/A,0.01,3,2,None
15:01:24:921,29.5,N/A,0.01,3,2,None
15:01:24:955,29.5,N/A,0.00,3,2,None
15:01:24:989,29.5,N/A,0.01,3,2,None
15:01:25:024,29.5,N/A,0.01,3,2,None
15:01:25:057,29.5,N/A,0.01,3,2,None
15:01:25:091,29.5,N/A,0.01,3,2,None
15:01:25:125,29.5,N/A,0.01,3,2,None
15:01:25:159,29.5,N/A,0.01,3,2,None
15:01:25:193,29.5,N/A,0.01,3,2,None
15:01:25:225,29.4,N/A,0.01,3,2,None
15:01:25:262,29.4,N/A,0.01,3,2,None
15:01:25:295,29.4,N/A,0.01,3,2,None
15:01:25:328,29.4,N/A,0.01,3,2,None
15:01:25:361,29.4,N/A,0.01,3,2,None
15:01:25:394,29.4,N/A,0.01,3,2,None
15:01:25:429,29.4,N/A,0.01,3,2,None
15:01:25:463,29.4,N/A,0.01,3,2,None
15:01:25:496,29.4,N/A,0.01,3,2,None
15:01:25:529,29.4,N/A,0.01,3,2,None
15:01:25:563,29.7,N/A,0.01,3,2,None
15:01:25:598,29.7,N/A,0.01,3,2,None
15:01:25:632,29.7,N/A,0.01,3,2,None
15:01:25:666,29.7,N/A,0.01,3,2,None
15:01:25:699,29.7,N/A,0.00,3,2,None
15:01:25:734,29.7,N/A,0.01,3,2,None
15:01:25:767,29.7,N/A,0.01,3,2,None
15:01:25:800,29.7,N/A,0.01,3,2,None
15:01:25:836,29.7,N/A,0.01,3,2,None
15:01:25:869,29.7,N/A,0.00,3,2,None
15:01:25:903,29.4,N/A,0.01,3,2,None
15:01:25:937,29.4,N/A,0.01,3,2,None
15:01:25:972,29.4,N/A,0.01,3,2,None
15:01:26:005,29.4,N/A,0.01,3,2,None
15:01:26:039,29.4,N/A,0.05,3,2,None
15:01:26:073,29.4,N/A,0.00,3,2,None
15:01:26:105,29.4,N/A,0.01,3,2,None
15:01:26:140,29.4,N/A,0.01,3,2,None
15:01:26:174,29.4,N/A,0.01,3,2,None
15:01:26:207,29.4,N/A,0.01,3,2,None
15:01:26:242,29.6,N/A,0.01,3,2,None
15:01:26:276,29.6,N/A,0.01,3,2,None
15:01:26:310,29.6,N/A,0.01,3,2,None
15:01:26:343,29.6,N/A,0.01,3,2,None
15:01:26:378,29.6,N/A,0.01,3,2,None
15:01:26:413,29.6,N/A,0.01,3,2,None
15:01:26:446,29.6,N/A,0.01,3,2,None
15:01:26:481,29.6,N/A,0.01,3,2,None
15:01:26:514,29.6,N/A,0.01,3,2,None
15:01:26:548,29.6,N/A,0.01,3,2,None
15:01:26:581,29.4,N/A,0.01,3,2,None
15:01:26:616,29.4,N/A,0.01,3,2,None
15:01:26:649,29.4,N/A,0.01,2,2,None
15:01:26:684,29.4,N/A,0.01,2,2,None
15:01:26:718,29.4,N/A,0.01,2,2,None
15:01:26:750,29.4,N/A,0.01,2,2,None
15:01:26:786,29.4,N/A,0.01,2,2,None
15:01:26:819,29.4,N/A,0.01,2,2,None
15:01:26:852,29.4,N/A,0.01,2,2,None
15:01:26:886,29.4,N/A,0.00,2,2,None
15:01:26:919,29.6,N/A,0.01,2,2,None
15:01:26:952,29.6,N/A,0.00,2,2,None
15:01:26:987,29.6,N/A,0.01,2,2,None
15:01:27:020,29.6,N/A,0.00,2,2,None
15:01:27:055,29.6,N/A,0.00,2,2,None
15:01:27:089,29.6,N/A,0.01,2,2,None
15:01:27:122,29.6,N/A,0.00,2,2,None
15:01:27:156,29.6,N/A,0.00,2,2,None
15:01:27:190,29.6,N/A,0.00,2,2,None
15:01:27:223,29.6,N/A,0.01,2,2,None
15:01:27:257,29.6,N/A,0.00,2,2,None
15:01:27:291,29.6,N/A,0.00,2,2,None
15:01:27:324,29.6,N/A,0.00,2,2,None
15:01:27:357,29.6,N/A,0.00,2,2,None
15:01:27:393,29.6,N/A,0.00,2,2,None
15:01:27:427,29.6,N/A,0.01,2,1,None
15:01:27:461,29.6,N/A,0.01,2,1,None
15:01:27:495,29.6,N/A,0.01,2,1,None
15:01:27:527,29.6,N/A,0.00,2,1,None
15:01:27:562,29.6,N/A,0.01,2,1,None
15:01:27:594,29.6,N/A,0.00,2,0,None
15:01:39:515,29.6,N/A,0.01,3,3,None
15:01:39:549,29.6,N/A,0.01,3,3,None
15:01:39:582,29.6,N/A,0.01,3,3,None
15:01:39:616,29.6,N/A,0.01,3,3,None
15:01:39:650,29.6,N/A,0.01,3,3,None
15:01:39:686,29.6,N/A,0.01,3,3,None
15:01:39:718,29.6,N/A,0.00,3,3,None
15:01:39:752,29.5,N/A,0.01,3,3,None
15:01:39:788,29.5,N/A,0.01,3,3,None
15:01:39:820,29.5,N/A,0.01,3,3,None
15:01:39:854,29.5,N/A,0.01,3,3,None
15:01:39:890,29.5,N/A,0.01,3,3,None
15:01:39:922,29.5,N/A,0.01,3,3,None
15:01:39:958,29.5,N/A,0.01,3,3,None
15:01:39:990,29.5,N/A,0.01,3,3,None
15:01:40:024,29.5,N/A,0.01,3,3,None
15:01:40:057,29.5,N/A,0.01,3,3,None
15:01:40:092,29.5,N/A,0.01,3,3,None
15:01:40:126,29.5,N/A,0.01,3,3,None
15:01:40:159,29.5,N/A,0.01,3,3,None
15:01:40:194,29.5,N/A,0.01,3,3,None
15:01:40:228,29.5,N/A,0.01,3,3,None
15:01:40:261,29.5,N/A,0.01,3,3,None
15:01:40:296,29.5,N/A,0.01,3,3,None
15:01:40:331,29.5,N/A,0.01,3,3,None
15:01:40:363,29.5,N/A,0.01,3,3,None
15:01:40:398,29.5,N/A,0.01,3,3,None
15:01:40:433,29.4,N/A,0.01,3,3,None
15:01:40:465,29.4,N/A,0.00,3,3,None
15:01:40:499,29.4,N/A,0.01,3,3,None
15:01:40:533,29.4,N/A,0.01,3,3,None
15:01:40:569,29.4,N/A,0.01,3,3,None
15:01:40:601,29.4,N/A,0.01,3,3,None
15:01:40:636,29.4,N/A,0.01,3,3,None
15:01:40:669,29.4,N/A,0.01,3,3,None
15:01:40:704,29.4,N/A,0.01,3,3,None
15:01:40:737,29.4,N/A,0.01,3,3,None
15:01:40:771,29.5,N/A,0.01,3,3,None
15:01:40:805,29.5,N/A,0.01,3,3,None
15:01:40:840,29.5,N/A,0.01,3,3,None
15:01:40:872,29.5,N/A,0.00,3,3,None
15:01:40:905,29.5,N/A,0.00,3,3,None
15:01:40:939,29.5,N/A,0.01,3,3,None
15:01:40:973,29.5,N/A,0.01,3,3,None
15:01:41:007,29.5,N/A,0.01,3,3,None
15:01:41:041,29.5,N/A,0.01,3,3,None
15:01:41:076,29.5,N/A,0.01,3,3,None
15:01:41:112,29.4,N/A,0.01,3,3,None
15:01:41:143,29.4,N/A,0.01,3,3,None
15:01:41:178,29.4,N/A,0.01,3,3,None
